Problem,Feedback,n,Block,Ha,pHa,La,Hb,pHb,Lb,LotShapeB,LotNumB,Amb,Corr,bRate,bRate_std,EVA,LotShapeA,LotNumA
10176,True,16,5,9,1.0,9,38,0.6,-38,Symm,4,0,0,0.4875,0.3649200825751669,18,-,1
10177,True,16,3,11,0.2,1,3,1.0,3,R-skew,2,0,0,0.6625,0.3324154027718932,14,-,1
10178,True,16,3,31,0.6,1,24,0.9,12,-,1,0,0,0.55,0.3898717737923586,-10,-,1
10179,True,16,5,37,0.01,-10,12,0.6,-37,L-skew,2,0,-1,0.7687499999999999,0.3135150182473986,29,-,1
10180,True,16,5,10,0.75,-5,6,1.0,6,R-skew,6,0,0,0.59375,0.4234284670008225,20,Symm,9
10181,True,16,4,26,1.0,26,43,0.5,20,Symm,2,0,0,0.8625,0.1892969448600091,0,-,1
10182,True,16,3,23,0.1,-11,44,0.05,1,Symm,4,0,0,0.8500000000000001,0.2476556749467561,-7,-,1
10183,True,16,5,47,0.2,-24,11,0.05,-15,Symm,6,0,0,0.3875,0.3461695153148719,-1,-,1
10184,True,16,2,-1,1.0,-1,5,0.01,-1,Symm,8,0,0,0.8999999999999999,0.1932183566158592,24,R-skew,5
10185,True,16,3,20,0.6,-10,9,0.6,5,-,1,0,0,0.5625,0.4145278438577236,17,Symm,7
10186,True,16,4,10,1.0,10,13,0.25,12,R-skew,6,0,0,0.8375,0.2552776266472772,4,Symm,7
10187,True,16,4,15,1.0,15,18,0.75,6,-,1,0,0,0.4,0.3794733192202056,24,-,1
10188,True,16,2,25,1.0,25,22,0.2,18,L-skew,3,0,0,0.1125,0.1927865832122834,28,R-skew,5
10189,True,16,4,21,1.0,21,32,0.4,27,-,1,0,0,0.9000000000000001,0.2065591117977288,12,Symm,7
10190,True,16,3,4,1.0,4,27,0.6,-27,-,1,1,0,0.45,0.3687817782917155,29,-,1
10191,True,16,5,9,0.95,-17,16,0.75,-44,-,1,0,0,0.5250000000000001,0.3642343567906062,17,-,1
10192,True,16,4,25,0.05,5,3,0.75,-6,-,1,1,0,0.075,0.1437590576856521,28,-,1
10193,True,16,5,0,0.1,-4,16,0.75,-40,-,1,1,0,0.675,0.3087609647175843,0,R-skew,6
10194,True,16,5,27,1.0,27,87,0.5,-22,Symm,4,0,0,0.4625,0.3403429642777023,-1,-,1
10195,True,15,4,71,0.05,-4,38,0.05,-7,-,1,0,0,0.1333333333333333,0.2794552524023088,-5,Symm,7
10196,True,15,4,9,1.0,9,9,1.0,9,Symm,2,1,0,0.6533333333333334,0.358302877997027,9,R-skew,7
10197,True,15,3,29,0.95,27,44,0.2,29,-,1,1,-1,0.7466666666666666,0.2972893411828826,13,R-skew,7
10198,True,15,5,53,0.05,21,28,0.6,26,-,1,1,-1,0.5333333333333333,0.3436498771936898,-10,-,1
10199,True,15,4,-2,1.0,-2,89,0.2,-32,-,1,0,0,0.3333333333333333,0.3598941643369749,-9,Symm,5
10200,True,15,2,46,0.8,-34,82,0.2,23,-,1,1,0,0.7599999999999999,0.33123146848433,15,-,1
10201,True,15,3,15,0.6,-15,8,0.6,-9,-,1,0,0,0.3333333333333333,0.3829708431025353,15,-,1
10202,True,15,3,24,0.1,5,55,0.05,-1,-,1,0,1,0.2,0.2618614682831908,30,Symm,7
10203,True,15,4,-4,1.0,-4,59,0.2,-16,-,1,0,0,0.52,0.360951124510943,20,-,1
10204,True,15,3,16,0.4,-1,11,0.25,-8,-,1,0,0,0.1333333333333333,0.2225394561056747,6,L-skew,6
10205,True,15,4,55,0.4,-5,51,0.2,15,Symm,6,0,-1,0.7733333333333332,0.2604026186687143,26,-,1
10206,True,15,5,-5,1.0,-5,27,0.01,-5,-,1,1,0,0.8800000000000001,0.1971221521218324,6,Symm,7
10207,True,15,5,0,1.0,0,-2,0.8,-9,Symm,2,0,0,0.2,0.2618614682831909,1,L-skew,5
10208,True,15,5,26,0.75,1,22,0.9,13,L-skew,6,0,0,0.3200000000000001,0.3764495792457281,23,Symm,3
10209,True,15,3,23,1.0,23,40,0.6,3,-,1,1,0,0.5333333333333333,0.3265986323710904,-7,Symm,3
10210,True,15,5,43,0.4,-15,33,0.2,12,-,1,0,-1,0.7466666666666666,0.2774029216723951,22,-,1
10211,True,15,4,94,0.2,-9,12,1.0,12,-,1,0,0,0.68,0.3447566429485338,22,R-skew,6
10212,True,15,2,35,0.6,-40,8,0.2,7,Symm,6,1,0,0.7066666666666667,0.384460041889302,26,-,1
10213,True,15,3,19,1.0,19,68,0.01,19,-,1,0,0,0.6666666666666665,0.3436498771936898,12,R-skew,6
10214,True,15,2,7,1.0,7,40,0.01,4,-,1,0,0,0.4666666666666667,0.4253849796976627,15,-,1
10215,True,15,2,48,0.4,18,30,1.0,30,-,1,0,0,0.6,0.3854496446637726,23,-,1
10216,True,15,2,17,1.0,17,84,0.25,-3,L-skew,4,0,0,0.5466666666666666,0.4240395309514477,0,-,1
10217,True,15,2,11,0.8,-5,25,0.1,12,Symm,4,0,0,0.9066666666666666,0.1830950832868254,10,-,1
10218,True,15,2,16,0.8,15,112,0.25,-16,-,1,0,1,0.3333333333333333,0.3677473252630061,23,-,1
10219,True,15,4,25,1.0,25,65,0.25,2,Symm,2,1,0,0.3466666666666667,0.2972893411828826,27,-,1
10220,True,15,3,-5,1.0,-5,35,0.4,-36,Symm,8,0,0,0.6533333333333334,0.4307247491424304,-1,L-skew,2
10221,True,15,5,-6,0.9,-27,-1,0.8,-6,-,1,0,0,0.7466666666666666,0.39617216074881,5,Symm,9
10222,True,15,4,7,1.0,7,80,0.01,10,-,1,0,0,0.8666666666666667,0.2225394561056747,11,-,1
10223,True,15,2,47,0.6,-10,36,0.01,22,-,1,1,0,0.6999999999999998,0.3139608710833702,10,-,1
10224,True,15,3,3,1.0,3,5,0.2,4,Symm,8,0,0,0.8533333333333334,0.2199567056967174,29,-,1
10225,True,15,2,1,1.0,1,46,0.5,-40,-,1,0,0,0.5066666666666667,0.2914659173083209,22,-,1
10226,True,15,4,-6,1.0,-6,35,0.4,-38,-,1,1,0,0.6533333333333332,0.341983012666391,24,-,1
10227,True,16,5,11,1.0,11,16,0.5,1,-,1,0,0,0.4053571428571428,0.3909477408227624,9,Symm,9
10228,True,16,4,-2,1.0,-2,79,0.1,-11,Symm,2,0,0,0.4625,0.4112987559751022,0,-,1
10229,True,16,5,30,0.25,22,36,0.1,20,R-skew,6,1,0,0.7125,0.3422961680572347,9,R-skew,3
10230,True,16,5,30,0.99,-35,33,0.95,23,-,1,0,0,0.9000000000000001,0.2529822128134703,26,Symm,5
10231,True,16,5,9,1.0,9,54,0.5,-18,L-skew,5,0,0,0.4208333333333333,0.3997916123849191,10,-,1
10232,True,16,4,14,0.8,14,25,0.25,11,Symm,6,0,0,0.4375,0.4014556845614054,-7,-,1
10233,True,16,2,-10,1.0,-10,56,0.1,-15,L-skew,3,0,0,0.5875,0.3964425136973414,20,R-skew,2
10234,True,16,5,40,0.25,23,31,0.99,-15,-,1,0,0,0.375,0.3991657967979387,-7,-,1
10235,True,16,3,25,1.0,25,29,0.95,11,-,1,0,0,0.6875,0.3344149119482164,14,Symm,9
10236,True,16,3,29,1.0,29,30,0.8,24,-,1,0,0,0.5375,0.4773189010853576,26,Symm,7
10237,True,16,3,14,1.0,14,4,0.95,-5,-,1,0,0,0.025,0.1,22,-,1
10238,True,16,2,15,1.0,15,74,0.4,-28,L-skew,7,1,0,0.3875,0.3827531841800928,27,R-skew,6
10239,True,16,3,-6,1.0,-6,0,0.8,-18,-,1,0,0,0.7875000000000001,0.2872281323269015,3,-,1
10240,True,16,4,20,1.0,20,63,0.4,10,-,1,0,0,0.5125000000000001,0.3862210075418822,-5,-,1
10241,True,16,2,-3,1.0,-3,17,0.4,-1,Symm,8,0,0,0.9125,0.2629955639676583,8,-,1
10242,True,16,3,32,0.01,-7,84,0.1,-10,Symm,8,0,0,0.5375,0.4047633053197058,-1,-,1
10243,True,16,4,19,1.0,19,26,0.75,9,L-skew,5,0,0,0.5125,0.3721558813185679,23,Symm,5
10244,True,16,2,15,1.0,15,45,0.25,12,Symm,6,0,0,0.6125,0.4349329450233296,6,-,1
10245,True,16,2,47,0.2,1,46,0.2,-7,Symm,6,0,0,0.275,0.3255764119219941,24,L-skew,6
10246,True,16,2,30,1.0,30,70,0.01,25,-,1,0,0,0.25,0.3966526608171605,-2,-,1
10247,True,16,3,15,1.0,15,87,0.4,-29,-,1,0,0,0.3875000000000001,0.3757215280851852,-1,-,1
10248,True,16,3,107,0.1,13,56,0.05,23,R-skew,7,0,-1,0.85,0.225092573548455,11,Symm,5
10249,True,16,4,62,0.2,13,41,0.25,23,-,1,1,-1,0.6749999999999999,0.3855731664245668,0,L-skew,2
10250,True,16,2,101,0.25,2,62,0.2,26,Symm,2,1,0,0.7124999999999999,0.3263433774416144,0,-,1
10251,True,16,3,28,0.6,6,26,0.1,20,-,1,0,0,0.5999999999999999,0.3723797345005051,16,L-skew,5
10252,True,16,5,11,1.0,11,19,0.4,6,Symm,2,0,0,0.5875,0.3612478373637689,28,-,1
10253,True,16,3,105,0.01,28,53,0.6,8,-,1,0,0,0.525,0.3642343567906062,3,L-skew,2
10254,True,16,2,3,1.0,3,9,0.75,-8,-,1,0,0,0.375,0.3642343567906063,10,Symm,3
10255,True,16,2,45,0.01,22,22,1.0,22,-,1,0,0,0.1625,0.2848976424378879,4,-,1
10256,True,16,2,21,1.0,21,24,0.25,21,-,1,0,0,0.6,0.4381780460041329,-6,-,1
10257,True,16,3,25,1.0,25,65,0.05,21,-,1,0,0,0.5250000000000001,0.4057914078275521,22,R-skew,6
10258,True,16,2,6,0.6,-14,-2,1.0,-2,R-skew,4,0,0,0.5125000000000002,0.3792536530256938,-10,-,1
10259,True,16,5,15,1.0,15,13,0.6,-15,Symm,2,1,0,0.125,0.2408318915758459,21,-,1
10260,True,16,3,21,1.0,21,45,0.5,-5,-,1,0,0,0.2125,0.3612478373637688,26,Symm,3
10261,True,16,2,44,0.5,2,58,0.2,18,R-skew,3,0,0,0.5499999999999999,0.3464101615137755,24,Symm,9
10262,True,16,4,44,0.05,1,9,0.25,0,-,1,0,1,0.3125,0.4064070209367287,-10,-,1
10263,True,16,5,19,1.0,19,18,0.8,3,Symm,4,0,0,0.1125,0.2187083293643233,14,-,1
10264,True,16,5,17,1.0,17,26,0.75,-20,Symm,8,0,0,0.525,0.4057914078275521,20,-,1
10265,True,16,4,-3,1.0,-3,65,0.2,-14,Symm,4,0,0,0.5125,0.3649200825751669,16,R-skew,3
10266,True,16,4,2,1.0,2,47,0.05,-5,L-skew,3,1,0,0.625,0.3415650255319866,3,-,1
10267,True,16,4,-1,1.0,-1,11,0.6,-12,-,1,0,0,0.6499999999999999,0.3540244812627134,0,-,1
10268,True,16,5,43,0.1,9,37,0.05,6,-,1,0,0,0.2250000000000001,0.2408318915758459,27,Symm,9
10269,True,16,3,-10,0.99,-13,6,0.6,-7,Symm,4,0,0,0.9625,0.0806225774829854,24,-,1
10270,True,16,4,-7,0.99,-39,96,0.25,-41,R-skew,7,0,-1,0.6125,0.3612478373637688,15,L-skew,7
10271,True,16,4,11,0.6,-34,24,0.6,-48,Symm,4,1,0,0.7124999999999999,0.3930648801406709,-4,-,1
10272,True,16,2,37,0.05,26,40,0.5,21,L-skew,4,0,0,0.4875,0.3930648801406709,16,-,1
10273,True,16,3,5,1.0,5,30,0.6,-8,-,1,0,0,0.5125,0.3649200825751669,0,L-skew,2
10274,True,16,4,3,1.0,3,9,0.5,8,-,1,1,0,0.8625,0.2604483314082341,9,-,1
10275,True,15,4,22,1.0,22,110,0.4,-33,Symm,2,1,0,0.6,0.4140393356054125,9,Symm,7
10276,True,15,3,4,1.0,4,37,0.25,0,L-skew,5,1,0,0.8,0.2507132682112035,29,-,1
10277,True,15,2,22,0.9,22,23,0.9,-26,L-skew,5,1,0,0.2303030303030303,0.2842307015369427,26,Symm,9
10278,True,15,4,40,0.6,-32,55,0.05,10,-,1,1,0,0.7733333333333334,0.3195234546871921,11,Symm,3
10279,True,15,5,10,1.0,10,76,0.4,-36,-,1,0,0,0.4544927536231884,0.3881093395981368,23,-,1
10280,True,15,3,6,0.95,-25,30,0.1,3,L-skew,2,0,0,0.7466666666666667,0.341983012666391,-9,-,1
10281,True,15,4,-10,1.0,-10,54,0.1,-20,-,1,0,0,0.6933333333333332,0.3453086955726647,-6,-,1
10282,True,15,5,3,1.0,3,5,0.75,4,R-skew,6,1,0,0.84,0.2164651077128664,-6,-,1
10283,True,15,3,0,1.0,0,-2,0.75,-7,-,1,0,0,0.1199999999999999,0.2808151400069855,11,-,1
10284,True,15,4,24,0.99,16,35,0.6,-26,L-skew,6,1,0,0.32,0.352946778667023,25,-,1
10285,True,15,5,24,1.0,24,47,0.05,23,-,1,0,0,0.8,0.3380617018914066,10,Symm,3
10286,True,15,3,28,1.0,28,54,0.1,35,-,1,0,0,0.76,0.3794733192202055,-6,Symm,7
10287,True,15,5,35,0.5,17,81,0.5,-30,-,1,0,0,0.3866666666666666,0.3502380143083653,13,R-skew,7
10288,True,15,4,0,1.0,0,6,0.75,-1,-,1,0,0,0.8533333333333333,0.2559761893688738,14,L-skew,3
10289,True,15,5,6,0.1,-3,-2,1.0,-2,R-skew,8,0,0,0.7999999999999999,0.3116774889895918,17,-,1
10290,True,15,2,25,1.0,25,45,0.05,17,L-skew,4,0,0,0.52,0.4195235392680606,2,-,1
10291,True,15,2,18,1.0,18,70,0.01,25,R-skew,7,0,0,0.9066666666666666,0.225092573548455,-5,-,1
10292,True,15,4,64,0.5,-6,37,0.5,32,-,1,1,0,0.6342857142857142,0.2922118325838993,4,-,1
10293,True,15,4,23,0.05,10,52,0.5,-29,Symm,8,0,0,0.4933333333333334,0.3614784456460256,18,Symm,9
10294,True,15,4,-7,0.75,-8,2,0.9,-27,Symm,2,0,-1,0.9066666666666664,0.1667618775665584,26,Symm,9
10295,True,15,2,15,0.6,-10,18,0.6,2,L-skew,2,0,1,0.7733333333333333,0.3104528182847635,2,-,1
10296,True,15,3,7,1.0,7,32,0.4,-10,-,1,0,0,0.3866666666666667,0.3502380143083653,-3,-,1
10297,True,15,3,-6,1.0,-6,44,0.2,-25,-,1,0,0,0.52,0.3687817782917156,18,-,1
10298,True,15,5,0,1.0,0,5,0.95,-23,-,1,0,0,0.8666666666666668,0.1799470821684874,30,Symm,3
10299,True,15,4,-3,0.95,-6,6,0.75,-8,-,1,1,0,0.8266666666666667,0.2250925735484551,3,-,1
10300,True,15,2,38,0.8,-12,61,0.01,30,-,1,1,0,0.6,0.3295017884191656,1,Symm,9
10301,True,15,5,20,1.0,20,33,0.25,14,Symm,8,0,0,0.5599999999999999,0.4014260294784796,-2,-,1
10302,True,15,4,32,0.5,2,95,0.25,-1,Symm,6,0,0,0.4266666666666667,0.3453086955726647,1,L-skew,5
10303,True,15,5,74,0.1,12,33,0.25,23,-,1,0,0,0.76,0.3480558247506528,3,R-skew,5
10304,True,15,4,15,1.0,15,27,0.25,9,Symm,4,0,0,0.66,0.2823371844342961,17,-,1
10305,True,15,3,28,1.0,28,57,0.01,31,-,1,0,0,0.8666666666666667,0.2794552524023087,7,-,1
10306,True,15,2,51,0.1,-3,57,0.25,-16,-,1,0,0,0.4666666666666667,0.3829708431025353,19,-,1
10307,True,15,3,-7,1.0,-7,24,0.25,-28,Symm,4,1,0,0.528888888888889,0.3923609179659589,-9,Symm,3
10308,True,15,2,16,1.0,16,28,0.5,0,Symm,4,0,0,0.5733333333333334,0.3369329451445933,-10,L-skew,4
10309,True,15,3,7,1.0,7,67,0.4,-33,-,1,0,0,0.4533333333333333,0.3159264531651691,18,-,1
10310,True,15,4,-8,1.0,-8,-1,0.4,-4,-,1,0,0,0.8342857142857143,0.2434446674758948,-6,-,1
10311,True,15,2,84,0.1,16,39,0.6,-14,Symm,4,0,0,0.3259259259259259,0.3203466670131461,15,-,1
10312,True,15,3,40,0.4,-12,15,0.9,-4,Symm,6,0,0,0.56,0.3480558247506528,17,-,1
10313,True,15,4,10,1.0,10,70,0.2,-11,-,1,1,0,0.3733333333333333,0.4061433010064071,11,Symm,5
10314,True,15,2,-6,1.0,-6,-6,0.2,-7,R-skew,6,1,0,0.7333333333333333,0.3352326839390103,16,-,1
10315,True,15,4,30,1.0,30,39,0.1,37,-,1,0,0,0.9250000000000002,0.1628430445025428,17,R-skew,4
10316,True,15,3,9,1.0,9,31,0.5,-12,Symm,8,0,0,0.5466666666666666,0.3159264531651691,-1,Symm,7
10317,True,15,5,8,1.0,8,8,0.6,5,Symm,6,0,0,0.3066666666666667,0.3453086955726647,17,-,1
10318,True,15,5,33,0.1,-7,36,0.4,-30,-,1,0,0,0.5333333333333333,0.4320493798938573,-10,L-skew,2
10319,True,15,5,18,0.6,-27,47,0.01,-4,-,1,0,0,0.5333333333333334,0.3518657752744985,7,-,1
10320,True,15,4,20,1.0,20,43,0.6,5,R-skew,2,1,0,0.6133333333333334,0.358302877997027,30,-,1
10321,True,15,5,47,0.2,3,8,0.4,3,R-skew,5,1,0,0.4533333333333334,0.3583028779970269,-4,-,1
10322,True,15,2,8,1.0,8,82,0.4,-48,-,1,0,0,0.3733333333333333,0.3918211448145818,-5,-,1
10323,True,16,3,0,1.0,0,50,0.2,-21,-,1,0,0,0.35,0.3464101615137754,-7,Symm,9
10324,True,16,5,6,1.0,6,19,0.05,7,R-skew,7,0,0,0.9,0.2190890230020664,2,-,1
10325,True,16,4,71,0.5,-21,104,0.2,12,Symm,6,0,0,0.7625000000000001,0.2848976424378879,19,L-skew,6
10326,True,16,4,8,1.0,8,34,0.6,-14,Symm,6,0,0,0.7374999999999999,0.3159641329855863,9,Symm,5
10327,True,16,2,-1,1.0,-1,79,0.2,-17,Symm,2,0,0,0.5663461538461538,0.3503379602477193,17,Symm,7
10328,True,16,5,32,0.5,0,19,0.95,-32,-,1,0,-1,0.4375000000000001,0.4080441152620633,2,-,1
10329,True,16,2,42,0.4,-13,11,0.6,-9,Symm,2,0,1,0.45,0.3759432581299117,28,Symm,9
10330,True,16,4,6,0.99,-20,41,0.2,1,-,1,0,0,0.75,0.3386246693120078,-8,-,1
10331,True,16,5,10,1.0,10,3,0.4,0,-,1,0,0,0.0625,0.1204159457879229,9,-,1
10332,True,16,2,15,1.0,15,15,1.0,15,Symm,2,1,0,0.375,0.3924283374069717,11,-,1
10333,True,16,5,35,0.25,23,28,0.1,23,R-skew,2,0,0,0.2,0.3265986323710904,0,-,1
10334,True,16,5,-1,0.95,-37,-3,1.0,-3,-,1,0,0,0.3875,0.3827531841800928,4,L-skew,3
10335,True,16,2,80,0.5,-42,22,0.6,8,-,1,0,0,0.6250000000000001,0.3855731664245668,12,Symm,7
10336,True,16,3,1,0.2,-4,-12,0.8,-27,L-skew,5,0,0,0.0625,0.1204159457879229,13,Symm,7
10337,True,16,5,83,0.4,-22,86,0.1,17,-,1,0,0,0.6875000000000001,0.3721558813185679,23,L-skew,4
10338,True,16,3,-3,1.0,-3,40,0.25,-16,-,1,0,0,0.475,0.3714835124201342,5,-,1
10339,True,16,5,11,1.0,11,112,0.1,1,-,1,0,0,0.575,0.3855731664245669,29,-,1
10340,True,16,5,68,0.1,25,32,0.5,27,Symm,2,1,0,0.5750000000000001,0.405791407827552,1,Symm,7
10341,True,16,3,4,1.0,4,23,0.01,-1,Symm,6,0,0,0.1354166666666666,0.2386594505426788,26,Symm,5
10342,True,16,5,30,1.0,30,36,0.5,13,R-skew,3,0,0,0.3125,0.3575378767813745,26,-,1
10343,True,16,2,31,0.2,-8,26,0.5,-14,-,1,0,0,0.65,0.3540244812627134,-2,-,1
10344,True,16,2,8,1.0,8,8,1.0,8,L-skew,4,0,0,0.6250000000000001,0.3568379650952703,24,-,1
10345,True,16,4,30,1.0,30,87,0.4,-20,-,1,1,0,0.3125,0.3008321791298265,-7,-,1
10346,True,16,5,5,1.0,5,12,0.99,-5,-,1,0,0,0.825,0.2620432534271139,4,-,1
10347,True,16,4,80,0.1,19,38,0.4,16,Symm,4,0,0,0.475,0.405791407827552,-2,L-skew,2
10348,True,16,2,13,1.0,13,18,0.75,-1,-,1,0,0,0.4291666666666667,0.4080441152620633,25,Symm,7
10349,True,16,4,3,1.0,3,16,0.4,-16,-,1,0,0,0.275,0.2909753712372693,-10,-,1
10350,True,16,5,-6,0.8,-16,47,0.2,-19,-,1,1,0,0.6296875000000001,0.3522805167760488,6,-,1
10351,True,16,3,3,1.0,3,7,0.01,2,-,1,0,0,0.3750000000000001,0.3855731664245667,23,-,1
10352,True,16,3,30,0.2,25,59,0.6,-9,Symm,8,0,0,0.575,0.3255764119219941,-6,-,1
10353,True,16,4,-3,1.0,-3,1,0.05,-6,-,1,0,0,0.1798076923076923,0.2014322483872314,-8,Symm,3
10354,True,16,2,36,0.1,-11,-3,0.25,-8,-,1,0,0,0.3178571428571429,0.3987565707560045,29,-,1
10355,True,16,5,16,1.0,16,37,0.01,13,Symm,6,1,0,0.6875,0.35,6,R-skew,5
10356,True,16,2,14,1.0,14,41,0.4,4,-,1,0,0,0.7375,0.3480900266693469,-1,-,1
10357,True,16,2,14,1.0,14,24,0.75,21,-,1,0,0,0.9125,0.1454876856186346,-5,-,1
10358,True,16,3,75,0.2,-26,32,0.4,-18,-,1,0,0,0.625,0.3924283374069717,4,L-skew,4
10359,True,16,2,23,1.0,23,44,0.6,-14,-,1,0,0,0.4135416666666666,0.3383630939291892,-9,L-skew,4
10360,True,16,2,54,0.5,4,28,0.95,-2,-,1,0,0,0.3375,0.3403429642777023,14,-,1
10361,True,16,3,-10,0.99,-11,2,0.75,-13,-,1,0,1,0.8875000000000001,0.1927865832122834,-1,-,1
10362,True,16,5,-2,1.0,-2,28,0.1,0,L-skew,4,1,0,0.95,0.1154700538379251,27,-,1
10363,True,16,2,39,0.1,19,99,0.4,-41,-,1,0,0,0.2625,0.3242941051987634,19,Symm,7
10364,True,16,4,12,1.0,12,12,1.0,12,L-skew,3,0,0,0.75,0.3386246693120078,-4,-,1
10365,True,16,5,30,0.4,7,27,0.8,22,-,1,0,0,0.8125000000000001,0.2680174123696692,4,-,1
10366,True,16,2,28,1.0,28,36,0.5,34,-,1,1,0,0.85,0.2366431913239846,2,-,1
10367,True,16,5,29,1.0,29,33,0.75,-9,-,1,0,0,0.3,0.3723797345005049,4,Symm,3
10368,True,16,2,6,1.0,6,10,0.95,-4,Symm,2,0,0,0.6755952380952381,0.3717047202995552,-3,-,1
10369,True,16,2,82,0.4,-31,39,0.01,15,-,1,0,0,0.6375,0.3283798613394757,2,L-skew,3
10370,True,16,5,-3,1.0,-3,73,0.25,-28,L-skew,7,0,0,0.4375000000000001,0.4080441152620633,20,Symm,3
10371,True,17,4,5,1.0,5,65,0.25,-20,-,1,0,0,0.2,0.2236067977499789,28,-,1
10372,True,17,2,89,0.25,4,49,0.05,25,-,1,0,0,0.6320855614973262,0.3264844934343544,24,Symm,9
10373,True,17,5,21,1.0,21,55,0.01,19,-,1,0,0,0.5882352941176472,0.3966773766885005,28,-,1
10374,True,17,4,18,1.0,18,31,0.25,13,L-skew,6,0,0,0.4117647058823529,0.4090879381947976,0,Symm,5
10375,True,17,5,15,1.0,15,16,0.05,3,R-skew,7,0,0,0.3274509803921569,0.4003878838280947,-6,-,1
10376,True,17,2,-6,1.0,-6,15,0.2,-15,-,1,0,0,0.611764705882353,0.3966773766885006,30,-,1
10377,True,17,2,-7,0.99,-31,73,0.1,-24,-,1,1,0,0.7058823529411764,0.3009787954227301,23,-,1
10378,True,17,2,17,1.0,17,69,0.01,17,R-skew,6,0,0,0.9058823529411764,0.2135140166221357,10,-,1
10379,True,17,4,64,0.4,-31,28,0.05,1,L-skew,2,0,0,0.7058823529411766,0.3613699424331217,26,L-skew,5
10380,True,17,4,24,1.0,24,30,0.9,-26,Symm,2,0,0,0.5647058823529413,0.4014678948412129,24,R-skew,2
10381,True,17,2,19,1.0,19,19,1.0,19,Symm,2,0,0,0.5897058823529412,0.4091777982591862,-5,-,1
10382,True,17,3,30,0.01,9,36,0.25,6,-,1,0,0,0.7176470588235295,0.3166924654093602,15,-,1
10383,True,17,2,-10,1.0,-10,1,0.75,-18,-,1,0,0,0.8,0.3162277660168379,9,-,1
10384,True,17,5,2,0.25,1,2,0.8,0,-,1,0,0,0.4284313725490196,0.4247452139012588,24,-,1
10385,True,17,2,-3,1.0,-3,36,0.05,-11,-,1,0,0,0.3176470588235295,0.3321055820775357,28,Symm,7
10386,True,17,4,10,0.01,-3,5,0.6,-6,Symm,2,0,-1,0.8823529411764707,0.1878672873255448,-1,Symm,9
10387,True,16,4,6,1.0,6,16,0.4,7,Symm,6,0,0,0.925,0.161245154965971,13,L-skew,5
10388,True,16,5,38,0.2,28,96,0.1,23,L-skew,5,0,0,0.625,0.3785938897200182,17,-,1
10389,True,16,2,28,0.95,7,76,0.4,-7,L-skew,3,0,0,0.3,0.282842712474619,2,L-skew,4
10390,True,16,3,27,1.0,27,54,0.1,28,-,1,0,0,0.825,0.3087609647175843,23,-,1
10391,True,16,2,9,1.0,9,20,0.9,8,-,1,0,0,0.8374999999999999,0.233452350598575,27,L-skew,3
10392,True,16,3,32,0.8,-23,102,0.4,-23,R-skew,3,0,0,0.375,0.3336665001664586,-10,-,1
10393,True,16,4,30,1.0,30,30,0.99,-20,L-skew,2,0,0,0.1625,0.233452350598575,-1,-,1
10394,True,16,2,28,0.5,-20,9,0.75,-18,Symm,4,0,0,0.75,0.2875181153713043,26,R-skew,2
10395,True,16,2,77,0.4,-3,57,0.1,36,Symm,6,0,-1,0.6875,0.3649200825751669,18,L-skew,7
10396,True,16,3,11,1.0,11,51,0.4,-7,-,1,1,0,0.5375000000000001,0.370360185045135,0,-,1
10397,True,16,3,37,0.01,16,100,0.4,-31,-,1,0,0,0.3125,0.3344149119482164,13,-,1
10398,True,16,2,23,1.0,23,39,0.75,-17,-,1,0,0,0.2375,0.3442382895611701,-6,Symm,7
10399,True,16,2,5,0.99,-1,23,0.1,19,-,1,0,0,0.85,0.2476556749467561,-4,-,1
10400,True,16,2,-5,1.0,-5,16,0.6,-30,Symm,8,0,0,0.8375,0.2446085307860977,-2,L-skew,2
10401,True,16,2,24,1.0,24,40,0.2,23,-,1,0,0,0.775,0.3172801075810878,17,-,1
10402,True,32,3,12,1.0,12,28,0.5,-19,L-skew,6,0,0,0.4937500000000001,0.4095138738836889,30,-,1
10403,True,15,5,18,1.0,18,12,0.4,11,-,1,0,0,0.1733333333333333,0.2491891612715892,15,Symm,3
10404,True,15,4,56,0.25,-28,61,0.25,-39,Symm,4,0,0,0.3066666666666666,0.2374467358818654,20,Symm,7
10405,True,15,2,25,0.95,22,34,0.9,-17,-,1,0,0,0.3600000000000001,0.322490309931942,6,Symm,3
10406,True,15,5,-10,1.0,-10,-5,0.1,-17,L-skew,2,0,0,0.2533333333333333,0.2325838302531758,-2,Symm,3
10407,True,15,2,80,0.5,-26,50,0.5,-17,-,1,0,0,0.3866666666666667,0.2875181153713043,-8,Symm,5
10408,True,15,5,5,1.0,5,15,0.5,-9,-,1,0,0,0.2666666666666666,0.3265986323710904,26,L-skew,5
10409,True,15,4,17,1.0,17,17,0.9,4,Symm,4,0,0,0.28,0.2704493615131253,30,-,1
10410,True,15,3,15,0.25,0,3,0.5,-7,-,1,1,1,0.28,0.3098386676965933,-10,-,1
10411,True,15,3,40,0.01,-1,36,0.25,-4,-,1,0,0,0.5066666666666666,0.3195234546871921,1,-,1
10412,True,15,2,20,0.8,20,56,0.4,-7,-,1,0,0,0.48,0.3277629805645711,18,Symm,7
10413,True,15,4,-2,1.0,-2,31,0.2,0,R-skew,7,0,0,0.7866666666666666,0.2972893411828826,-5,-,1
